# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 13 16:16:35 2020
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_vet_stat:   Vetting Status
# COLUMN koi_vet_date:   Date of Last Parameter Update
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_disp_prov:  Disposition Provenance
# COLUMN koi_comment:    Comment
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0:      Transit Epoch [BJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_longp:      Long. of Periastron [deg]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_ingress:    Ingress Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_limbdark_mod: Limb Darkening Model
# COLUMN koi_ldm_coeff4: Limb Darkening Coeff. 4
# COLUMN koi_ldm_coeff3: Limb Darkening Coeff. 3
# COLUMN koi_ldm_coeff2: Limb Darkening Coeff. 2
# COLUMN koi_ldm_coeff1: Limb Darkening Coeff. 1
# COLUMN koi_parm_prov:  Parameters Provenance
# COLUMN koi_max_sngle_ev: Maximum Single Event Statistic
# COLUMN koi_max_mult_ev: Maximum Multiple Event Statistic
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_quarters:   Quarters
# COLUMN koi_bin_oedp_sig: Odd-Even Depth Comparision Statistic
# COLUMN koi_trans_mod:  Transit Model
# COLUMN koi_model_dof:  Degrees of Freedom
# COLUMN koi_model_chisq: Chi-Square
# COLUMN koi_datalink_dvr: Link to DV Report
# COLUMN koi_datalink_dvs: Link to DV Summary
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sparprov:   Stellar Parameter Provenance
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_gmag:       g'-band [mag]
# COLUMN koi_rmag:       r'-band [mag]
# COLUMN koi_imag:       i'-band [mag]
# COLUMN koi_zmag:       z'-band [mag]
# COLUMN koi_jmag:       J-band [mag]
# COLUMN koi_hmag:       H-band [mag]
# COLUMN koi_kmag:       K-band [mag]
# COLUMN koi_fwm_stat_sig: FW Offset Significance [percent]
# COLUMN koi_fwm_sra:    FW Source &alpha;(OOT) [hrs]
# COLUMN koi_fwm_sdec:   FW Source &delta;(OOT) [deg]
# COLUMN koi_fwm_srao:   FW Source &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_sdeco:  FW Source &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_fwm_prao:   FW &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_pdeco:  FW &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_dicco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_msky: PRF &Delta;&theta;<sub>SQ</sub>(OOT) []arcsec
# COLUMN koi_dikco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(KIC) [arcsec]
# COLUMN koi_dikco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(KIC) [arcsec]
# COLUMN koi_dikco_msky: PRF &Delta;&theta;<sub>SQ</sub>(KIC) [arcsec]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
51,12404086,K00788.01,Kepler-681 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,26.394328970,176.0545900,2455009.055,0,,0.6020,3.57300,,1.5109e+03,0.036810,2.93923,LS+MCMC,3.07,0.1635,89.28,489.0,13.49,47.700000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1959,0.5086,q1_q17_dr25_koi,8.9176810,41.2697530,48.20,1,51,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.27350,Mandel and Agol (2002 ApJ 580 171),,,012/012404/012404086/dv/kplr012404086-20160209194854_dvr.pdf,012/012404/012404086/dv/kplr012404086-001-20160209194854_dvs.pdf,5129.00,4.595,0.0200,0.7630,0.8460,,q1_q17_dr25_stellar,289.399720,51.250320,15.234,15.956,15.160,14.924,14.816,13.757,13.272,13.172,0.592,19.293317400,51.25053300,0.09000,0.77000,3.700000e-04,3.000000e-05,-0.1800,0.2000,0.2700,-0.1800,0.0500,0.1800
52,8395660,K00116.01,Kepler-106 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,13.570782810,136.2791940,2454969.279,0,,0.8660,3.35390,,5.1170e+02,0.023908,0.49865,LS+MCMC,2.64,0.1096,87.07,785.0,89.61,16.930000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2676,0.3928,q1_q17_dr25_koi,18.7712140,76.7688700,88.40,4,101,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.66450,Mandel and Agol (2002 ApJ 580 171),,,008/008395/008395660/dv/kplr008395660-20160209194854_dvr.pdf,008/008395/008395660/dv/kplr008395660-001-20160209194854_dvs.pdf,5854.00,4.406,-0.1200,1.0120,0.9510,,q1_q17_dr25_stellar,300.863980,44.337551,12.882,13.293,12.850,12.706,12.646,11.752,11.494,11.431,0.044,20.057613800,44.33754900,0.61000,0.00000,-4.400000e-05,1.080000e-04,0.2600,0.0200,0.2600,0.3700,0.1900,0.4100
53,9579641,K00115.02,Kepler-105 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.125943870,139.0049200,2454972.005,0,,0.8980,3.00140,,1.9240e+02,0.015120,0.23879,LS+MCMC,1.79,0.0711,84.02,997.0,233.31,8.620000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2676,0.3928,q1_q17_dr25_koi,6.1814723,39.7935640,47.10,3,181,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.77880,Mandel and Agol (2002 ApJ 580 171),,,009/009579/009579641/dv/kplr009579641-20160209194854_dvr.pdf,009/009579/009579641/dv/kplr009579641-002-20160209194854_dvs.pdf,5779.00,4.339,-0.0600,1.0870,0.9410,,q1_q17_dr25_stellar,287.887330,46.276241,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503,0.009,19.192495800,46.27603700,0.29000,-0.73000,-6.900000e-05,6.100000e-05,0.0300,0.0400,0.0600,-0.0900,-0.2100,0.2300
54,11656840,K00774.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0140,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,7.442652004,169.9717797,2455002.972,0,,0.1370,2.30780,,2.4446e+04,0.143936,7.48712,LS+MCMC,15.03,0.0742,89.72,967.0,206.78,27.990000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2965,0.3342,q1_q17_dr25_koi,115.6427800,1044.7283000,835.60,1,180,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.07860,Mandel and Agol (2002 ApJ 580 171),,,011/011656/011656840/dv/kplr011656840-20160209194854_dvr.pdf,011/011656/011656840/dv/kplr011656840-001-20160209194854_dvs.pdf,6108.00,4.469,-0.3000,0.9560,0.9810,,q1_q17_dr25_stellar,288.986820,49.733742,15.270,15.712,15.224,15.080,14.994,14.143,13.789,13.699,0.000,19.265786460,49.73368410,-0.05400,-0.20100,1.280000e-02,4.100000e-03,-0.0680,-0.0350,0.0760,-0.1050,-0.0610,0.1220
55,11754553,K00775.01,Kepler-52 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.384899880,172.7278200,2455005.728,0,,0.0010,3.02490,,1.1271e+03,0.029758,5.45380,LS+MCMC,2.00,0.1084,90.00,433.0,8.35,42.620000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.0718,0.6834,q1_q17_dr25_koi,6.4195720,28.1226350,28.90,3,65,2,q1_q17_dr25_tce,11111110111011101000000000000000,0.72020,Mandel and Agol (2002 ApJ 580 171),,,011/011754/011754553/dv/kplr011754553-20160209194854_dvr.pdf,011/011754/011754553/dv/kplr011754553-002-20160209194854_dvs.pdf,4126.00,4.661,0.0400,0.6150,0.6330,,q1_q17_dr25_stellar,286.738040,49.975750,15.095,16.328,15.068,14.567,14.305,13.153,12.507,12.360,0.204,19.115850000,49.97583000,-0.67000,0.28000,6.000000e-04,-3.000000e-05,0.0200,-0.0200,0.0300,-0.0700,0.1500,0.1700
56,11754553,K00775.02,Kepler-52 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.877416300,176.3759000,2455009.376,0,,0.0410,2.08050,,1.3061e+03,0.032090,8.09685,LS+MCMC,2.16,0.0665,89.92,553.0,22.18,29.840000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.0718,0.6834,q1_q17_dr25_koi,10.0364890,41.4506570,38.70,3,135,1,q1_q17_dr25_tce,11111110111011101000000000000000,0.50080,Mandel and Agol (2002 ApJ 580 171),,,011/011754/011754553/dv/kplr011754553-20160209194854_dvr.pdf,011/011754/011754553/dv/kplr011754553-001-20160209194854_dvs.pdf,4126.00,4.661,0.0400,0.6150,0.6330,,q1_q17_dr25_stellar,286.738040,49.975750,15.095,16.328,15.068,14.567,14.305,13.153,12.507,12.360,0.588,19.115859400,49.97582400,-0.34000,0.27000,3.200000e-04,-2.000000e-05,0.0600,-0.0300,0.0700,-0.0200,0.1600,0.1600
57,11754553,K00775.03,Kepler-52 d,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,36.445400100,151.6012500,2454984.601,0,,0.0280,4.00700,,1.1223e+03,0.029681,5.21237,LS+MCMC,1.99,0.1847,89.98,332.0,2.88,71.530000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.0718,0.6834,q1_q17_dr25_koi,5.9903665,19.8032680,21.70,3,27,3,q1_q17_dr25_tce,11111110111011101000000000000000,0.62190,Mandel and Agol (2002 ApJ 580 171),,,011/011754/011754553/dv/kplr011754553-20160209194854_dvr.pdf,011/011754/011754553/dv/kplr011754553-003-20160209194854_dvs.pdf,4126.00,4.661,0.0400,0.6150,0.6330,,q1_q17_dr25_stellar,286.738040,49.975750,15.095,16.328,15.068,14.567,14.305,13.153,12.507,12.360,0.010,19.115870000,49.97559000,0.04000,-0.58000,-1.400000e-04,8.400000e-04,-0.0100,0.1700,0.1700,-0.0700,0.3600,0.3600
58,11812062,K00776.01,Kepler-673 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.728732147,171.7932550,2455004.793,0,,0.5580,2.68300,,5.2265e+03,0.068178,1.24118,LS+MCMC,6.02,0.0455,86.70,1023.0,258.34,9.700000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2396,0.4415,q1_q17_dr25_koi,28.2648660,360.1958000,345.20,1,357,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.67690,Mandel and Agol (2002 ApJ 580 171),,,011/011812/011812062/dv/kplr011812062-20160209194854_dvr.pdf,011/011812/011812062/dv/kplr011812062-001-20160209194854_dvs.pdf,5497.00,4.577,-0.1000,0.8090,0.9070,,q1_q17_dr25_stellar,290.785740,50.054119,15.523,16.107,15.461,15.273,15.177,14.179,13.825,13.669,0.000,19.385719100,50.05406000,0.08300,-0.21700,5.700000e-04,-1.360000e-03,-0.0720,0.0410,0.0830,0.0330,-0.1170,0.1220
59,11818800,K00777.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.9990,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,40.419503700,173.5646900,2455006.565,0,,0.9110,3.36200,,6.2560e+03,0.088069,1.89549,LS+MCMC,7.51,0.2062,89.05,467.0,11.29,54.700000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2665,0.3980,q1_q17_dr25_koi,22.5985030,94.0718460,36.90,1,36,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.84820,Mandel and Agol (2002 ApJ 580 171),,,011/011818/011818800/dv/kplr011818800-20160209194854_dvr.pdf,011/011818/011818800/dv/kplr011818800-001-20160209194854_dvs.pdf,5446.00,4.507,-0.5400,0.7810,0.7140,,q1_q17_dr25_stellar,294.316860,50.080231,15.487,16.100,15.463,15.224,15.091,14.029,13.631,13.491,0.027,19.621126700,50.08031600,0.09000,0.31000,6.000000e-04,-1.100000e-03,-0.0250,0.0510,0.0570,-0.0490,-0.0210,0.0530
60,11853255,K00778.01,Kepler-674 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,2.243380573,170.6792330,2455003.679,0,,0.9150,1.11960,,8.2170e+02,0.032248,1.50915,LS+MCMC,1.99,0.0280,82.88,822.0,107.60,7.380000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1171,0.6215,q1_q17_dr25_koi,4.2514990,30.5785620,38.90,1,472,1,q1_q17_dr25_tce,11111110111011101000000000000000,0.55760,Mandel and Agol (2002 ApJ 580 171),,,011/011853/011853255/dv/kplr011853255-20160209194854_dvr.pdf,011/011853/011853255/dv/kplr011853255-001-20160209194854_dvs.pdf,4149.00,4.698,-0.3200,0.5640,0.5780,,q1_q17_dr25_stellar,285.176210,50.149818,15.135,16.369,15.110,14.607,14.322,13.213,12.521,12.394,0.000,19.011744900,50.14995000,-0.06000,0.46000,-2.400000e-04,-5.700000e-04,0.1900,0.2700,0.3300,0.0500,-0.0600,0.0800
61,11909839,K00779.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,10.405998015,177.1974660,2455010.197,0,,0.3240,6.50360,,1.4489e+04,0.111248,0.38489,LS+MCMC,11.23,0.0855,88.57,833.0,113.94,13.012000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2865,0.3556,q1_q17_dr25_koi,97.3520050,691.1691000,745.20,1,117,1,q1_q17_dr25_tce,01101111111111111000000000000000,0.87960,Mandel and Agol (2002 ApJ 580 171),,,011/011909/011909839/dv/kplr011909839-20160209194854_dvr.pdf,011/011909/011909839/dv/kplr011909839-001-20160209194854_dvs.pdf,5746.00,4.393,-0.5400,0.9240,0.7700,,q1_q17_dr25_stellar,289.235530,50.241001,15.562,16.096,15.528,15.333,15.219,14.305,13.944,13.930,0.553,19.282370640,50.24094790,0.09100,-0.18800,-2.500000e-04,0.000000e+00,-0.0110,0.0040,0.0120,-0.0260,-0.0980,0.1010
62,11918099,K00780.01,Kepler-675 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.337437946,171.7619820,2455004.762,0,,0.2800,1.99820,,9.7120e+02,0.027998,2.41093,LS+MCMC,2.34,0.0325,88.19,1070.0,311.16,8.860000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1496,0.5746,q1_q17_dr25_koi,6.0310416,63.5879500,82.40,2,578,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.68180,Mandel and Agol (2002 ApJ 580 171),,,011/011918/011918099/dv/kplr011918099-20160209194854_dvr.pdf,011/011918/011918099/dv/kplr011918099-001-20160209194854_dvs.pdf,5005.00,4.595,0.1400,0.7650,0.8500,,q1_q17_dr25_stellar,293.833310,50.230350,15.334,16.110,15.283,15.001,14.882,13.810,13.300,13.195,0.000,19.588892500,50.23022600,0.16000,-0.45000,6.000000e-05,4.500000e-04,0.0270,0.0500,0.0610,0.3570,0.2000,0.4100
63,11918099,K00780.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.9930,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.240661200,137.7554500,2454970.755,0,,1.1980,0.55800,,5.5640e+02,0.232818,8.66412,LS+MCMC,19.45,0.0692,87.62,734.0,68.63,28.800000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1496,0.5746,q1_q17_dr25_koi,3.2751372,9.1666000,13.70,2,168,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.40490,Mandel and Agol (2002 ApJ 580 171),,,011/011918/011918099/dv/kplr011918099-20160209194854_dvr.pdf,011/011918/011918099/dv/kplr011918099-002-20160209194854_dvs.pdf,5005.00,4.595,0.1400,0.7650,0.8500,,q1_q17_dr25_stellar,293.833310,50.230350,15.334,16.110,15.283,15.001,14.882,13.810,13.300,13.195,0.058,19.588885000,50.22996000,-0.10000,-1.40000,1.600000e-04,7.500000e-04,-0.5100,-0.4900,0.7100,0.0800,-0.3800,0.3900
64,9579641,K00115.03,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.8710,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.435916310,132.6624000,2454965.662,0,,0.6240,3.13300,,2.3200e+01,0.004612,0.47024,LS+MCMC,0.55,0.0437,84.62,1272.0,617.61,6.650000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2676,0.3928,q1_q17_dr25_koi,3.8943021,7.4337807,8.70,3,357,3,q1_q17_dr25_tce,11111111111111111000000000000000,0.02280,Mandel and Agol (2002 ApJ 580 171),,,009/009579/009579641/dv/kplr009579641-20160209194854_dvr.pdf,009/009579/009579641/dv/kplr009579641-003-20160209194854_dvs.pdf,5779.00,4.339,-0.0600,1.0870,0.9410,,q1_q17_dr25_stellar,287.887330,46.276241,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503,0.858,19.192473000,46.27616000,-0.60000,-0.30000,1.200000e-05,-3.000000e-06,0.0100,-0.0500,0.0500,-0.1100,-0.3000,0.3000
65,11923270,K00781.01,Kepler-676 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,11.598222330,180.3953760,2455013.395,0,,0.6790,2.52370,,2.8045e+03,0.051287,3.14915,LS+MCMC,2.65,0.0798,88.62,396.0,5.82,28.200000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3872,0.3156,q1_q17_dr25_koi,11.4613360,62.3762250,71.00,1,115,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.65520,Mandel and Agol (2002 ApJ 580 171),,,011/011923/011923270/dv/kplr011923270-20160209194854_dvr.pdf,011/011923/011923270/dv/kplr011923270-001-20160209194854_dvs.pdf,3688.00,4.790,0.0000,0.4730,0.5030,,q1_q17_dr25_stellar,296.221950,50.287220,15.937,17.501,16.140,15.267,14.795,13.474,12.813,12.628,0.178,19.748149500,50.28747500,0.63000,0.92000,-2.900000e-04,6.000000e-04,0.0590,-0.0300,0.0660,0.2900,0.6280,0.6900
66,11960862,K00782.01,Kepler-677 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.575315881,173.6340440,2455006.634,0,,0.3900,4.30840,,2.7933e+03,0.049152,0.64392,LS+MCMC,5.31,0.0670,88.03,1015.0,251.38,11.370000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2965,0.3342,q1_q17_dr25_koi,20.5373460,210.2215900,221.10,1,205,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.56110,Mandel and Agol (2002 ApJ 580 171),,,011/011960/011960862/dv/kplr011960862-20160209194854_dvr.pdf,011/011960/011960862/dv/kplr011960862-001-20160209194854_dvs.pdf,5992.00,4.415,-0.3200,0.9890,0.9270,,q1_q17_dr25_stellar,290.098050,50.321609,15.312,15.797,15.275,15.104,15.030,14.071,13.793,13.686,0.013,19.339871100,50.32158200,0.01600,-0.09900,4.400000e-04,-7.000000e-05,-0.0330,-0.0400,0.0520,-0.0090,-0.1810,0.1810
67,12020329,K00783.01,Kepler-678 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.275040844,169.9942170,2455002.994,0,,0.5470,7.53770,,3.0010e+03,0.051358,0.10578,LS+MCMC,4.86,0.0732,85.29,833.0,113.64,6.660000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2240,0.4695,q1_q17_dr25_koi,24.6395030,234.9598700,312.10,1,188,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.13220,Mandel and Agol (2002 ApJ 580 171),,,012/012020/012020329/dv/kplr012020329-20160209194854_dvr.pdf,012/012020/012020329/dv/kplr012020329-001-20160209194854_dvs.pdf,5485.00,4.556,0.2100,0.8670,0.9860,,q1_q17_dr25_stellar,295.455290,50.494560,15.080,15.690,14.996,14.819,14.745,13.732,13.402,13.260,0.000,19.697026100,50.49465000,0.23400,0.32300,6.600000e-04,6.400000e-04,-0.0540,-0.0650,0.0850,0.0080,-0.1340,0.1340
68,12066335,K00784.01,Kepler-231 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,19.271538920,186.7709300,2455019.771,0,,0.0310,2.75940,,1.2198e+03,0.031585,8.48241,LS+MCMC,1.93,0.1171,89.97,393.0,5.66,55.020000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2589,0.4639,q1_q17_dr25_koi,6.4372650,28.4909730,37.10,2,67,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.83880,Mandel and Agol (2002 ApJ 580 171),,,012/012066/012066335/dv/kplr012066335-20160209194854_dvr.pdf,012/012066/012066335/dv/kplr012066335-001-20160209194854_dvs.pdf,4077.00,4.702,-0.2400,0.5600,0.5760,,q1_q17_dr25_stellar,293.973360,50.531910,15.385,16.618,15.383,14.857,14.592,13.405,12.775,12.589,0.000,19.598247000,50.53192000,0.78000,0.05000,-7.600000e-04,1.450000e-03,0.2000,-0.1700,0.2600,0.2800,-0.2300,0.3600
69,12066335,K00784.02,Kepler-231 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.065243170,136.2890600,2454969.289,0,,0.6280,1.36900,,1.0533e+03,0.031153,18.09666,LS+MCMC,1.91,0.0760,89.22,488.0,13.43,45.900000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2589,0.4639,q1_q17_dr25_koi,5.4467640,21.6585370,30.30,2,126,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.00880,Mandel and Agol (2002 ApJ 580 171),,,012/012066/012066335/dv/kplr012066335-20160209194854_dvr.pdf,012/012066/012066335/dv/kplr012066335-002-20160209194854_dvs.pdf,4077.00,4.702,-0.2400,0.5600,0.5760,,q1_q17_dr25_stellar,293.973360,50.531910,15.385,16.618,15.383,14.857,14.592,13.405,12.775,12.589,0.000,19.598212000,50.53192000,-0.42000,0.02000,5.300000e-04,1.160000e-03,0.1100,-0.2300,0.2500,0.1700,-0.2300,0.2800
70,12070811,K00785.01,Kepler-679 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,12.393565100,178.7472500,2455011.747,0,,0.8830,3.88960,,9.1660e+02,0.032536,0.27483,LS+MCMC,2.66,0.0983,86.13,677.0,49.68,13.070000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2665,0.3980,q1_q17_dr25_koi,5.6057496,31.6085510,35.80,1,107,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.85710,Mandel and Agol (2002 ApJ 580 171),,,012/012070/012070811/dv/kplr012070811-20160209194854_dvr.pdf,012/012070/012070811/dv/kplr012070811-001-20160209194854_dvs.pdf,5557.00,4.603,-0.4000,0.7500,0.8320,,q1_q17_dr25_stellar,296.021330,50.567780,15.505,16.079,15.474,15.258,15.177,14.196,13.783,13.692,0.758,19.734760000,50.56789000,0.13000,0.39000,1.900000e-04,1.100000e-04,-0.1700,-0.0400,0.1700,-0.1600,0.0900,0.1800
